pdf_url,question,page
http://downloads.openoil.net/contracts_eng-only%2Fpt%2F1_5pages_pt_Rio-Maior-2_dd20070803_Exp-Dev-Prod-Contract_Mohave.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fpt%2F1_5pages_pt_S-Pedro-De-Muel-2_dd20070318_Exp-Dev-Prod-Contract_Mohave.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fpt%2F1_5pages_pt_Torres-Vedras-3%20_dd20070803_Exp-Dev-Prod-Contract_Mohave.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fpy%2F1_5pages_py_Bloque-Pirity_dd20121029_Operating-Agree_Pirity.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fsr%2F1_5pages_sr_Block-42-Offshore_dd20111213_Exp-Dev-Prod_Kosmos.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fsr%2F1_5pages_sr_Block-45-Offshore_dd20111213_Exp-Dev-Prod_Kosmos.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fsy%2F1_5pages_sy_Block-IX_dd20070920_Exp-Dev-Prod_Loon.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftd%2F1_5pages_td_BDS2008_dd20130924_Amend-PSC_ERHC.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftd%2F1_5pages_td_Manga_Chari-Ouest_BDS_dd20110706_PSC_ERHC.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftj%2F1_5pages_tj__dd20080613_PSC_Kulob-Petroleum.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_06-01A%20_dd20061103_PSC_Eni.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_06-02B_dd20061103_PSC_Eni.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_06-03C_dd20061103_PSC_Eni.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_06-04E_dd20061103_PSC_Eni.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_06-05H_dd20061103_PSC_Eni.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_06-06K_dd20061116_PSC_Reliance-Industries.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_JPDA03-12_dd20030402_PSC_ConocoPhillips_Santos_Inpex_Petroz_Emet.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_JPDA03-13_dd20030402_PSC_ConocoPhillips_Agip_PhillipsPetroleum.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_JPDA03-13_dd20030516_Amend-PSC_Conoco_ENI.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_JPDA06-101A_dd20061030_PSC_MinzaOil.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_JPDA06-102_dd20061030_PSC_PC-Ltd_SamsungOil%26Gas_LG_KoreaGas.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_JPDA06-103%20_dd20061115_PSC_Oilex_GlobalEnergy_BharatPetro_GSPC.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_JPDA06-105_dd20060724_PSC_WoodsidePetroleum_INPEX_Talisman.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftl%2F1_5pages_tl_JPDA11-106_dd20130413_PSC_Eni_Inpex_TimorGAP.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftn%2F1_5pages_tn_Safx-offshore_dd20050720_Convention_Atlas_Eurogas.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftn%2F1_5pages_tn_Safx-offshore_dd20050720_PSC_Atlas_Eurogas.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Ftz%2F1_5pages_tz_Songo-Songo-Gas-field_dd20060711_PSA_Panafrican.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fug%2F1_5pages_ug_Area-1_dd20120203_PSA_Tullow.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fug%2F1_5pages_ug_Block-3A_dd20070123_PSA_Heritage.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fug%2F1_5pages_ug_Kanywatabe_dd20120203_PSA_Tullow.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fye%2F1_5pages_ye_Block-32_dd19910920_PSC_Clayde_Norsk.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fye%2F1_5pages_ye_Block-72_dd20041219_PSC_DNO_Ansan-Wikfs_TG.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fye%2F1_5pages_ye_Block-75_dd20070331_PSC_Occidental_TG.pdf,Find the contractors in this document.,1
http://downloads.openoil.net/contracts_eng-only%2Fye%2F1_5pages_ye_Block-S-1_dd19971221_PSC_Transglobe.pdf
